loan_amount,person_income,credit_score,debt_to_income_ratio,employment_length,previous_defaults,default
12047,28053,575,0.5986,0,0,0
4267,13290,554,0.3979,3,0,0
3154,10000,681,0.6673,4,0,0
50766,25144,695,0.0609,1,0,0
5428,19142,612,0.1998,3,0,0
25790,104092,694,0.1251,2,0,0
12113,16060,587,0.3472,2,0,0
5737,10000,576,0.0764,4,0,0
2336,18819,641,0.1604,5,0,0
17317,15493,631,0.5147,9,0,0
6401,10000,624,0.4903,7,0,0
18668,37023,576,0.3365,2,0,0
8356,13893,594,0.1744,4,0,0
7236,40330,702,0.348,8,0,0
6388,10000,478,0.3264,2,0,1
5422,10000,596,0.3465,5,0,1
18463,33026,626,0.4027,3,0,0
5571,12823,636,0.0826,3,0,0
10588,10000,595,0.5308,2,0,0
3107,10000,672,0.42,14,0,0
10584,17914,684,0.3024,8,0,0
1348,10000,673,0.321,3,0,0
955,10000,722,0.1055,4,0,0
7860,31724,656,0.2178,3,0,0
3982,10403,551,0.1292,3,0,0
10634,13372,639,0.4995,1,0,0
4547,10000,548,0.1505,11,0,0
3169,11622,630,0.0321,4,0,0
4761,10000,624,0.1031,0,0,0
17588,104485,687,0.4527,3,0,0
42259,35275,641,0.2607,4,0,0
20585,75560,663,0.3726,3,0,0
2160,16656,593,0.0908,6,0,0
70727,10000,635,0.3206,5,0,1
1338,10000,603,0.2983,5,0,0
4902,15717,654,0.3308,5,0,0
12994,33105,621,0.4353,2,0,0
1229,10000,584,0.3099,3,0,0
876,14472,621,0.3498,3,0,0
358,10000,521,0.1589,6,0,0
1645,10000,611,0.0343,3,0,0
2739,10000,609,0.4241,5,0,0
217215,43102,588,0.4752,5,0,1
7500,10000,558,0.2773,5,0,0
13856,38976,655,0.2157,7,0,0
47125,46269,647,0.2869,2,0,0
3922,10000,659,0.1396,2,0,1
42813,28352,619,0.5587,6,0,0
6535,10000,637,0.2768,5,0,0
17469,13216,603,0.4113,4,0,0
11549,11604,561,0.4323,4,0,0
13360,15275,629,0.3934,6,0,0
129756,10000,582,0.0522,4,0,1
31292,32485,697,0.1944,7,0,0
23128,15084,646,0.0845,4,0,0
6599,10000,618,0.2798,3,0,0
620,10000,589,0.5764,0,0,0
3581,25096,701,0.4295,3,0,0
6515,10000,554,0.3549,7,0,0
7030,10000,595,0.6281,7,0,0
717,10000,618,0.2048,3,0,0
6976,43989,665,0.5616,5,0,0
6591,14230,582,0.6271,6,0,0
1444,10000,573,0.1643,14,0,0
2484,10000,627,0.2787,2,0,0
23716,44035,708,0.3315,4,0,1
1512,13925,710,0.0526,3,0,0
18059,64040,587,0.2808,3,0,0
7760,16824,556,0.2429,10,0,0
1168,10000,549,0.2781,2,0,0
3389,12388,567,0.142,4,0,0
10237,10000,535,0.2689,1,0,1
1297,10000,570,0.1321,6,0,0
3571,27570,596,0.0994,3,0,0
9264,10000,648,0.4228,4,1,0
5529,23472,616,0.439,6,0,1
33019,29239,615,0.3475,5,0,0
6309,11187,562,0.3948,7,0,0
7195,10000,529,0.2573,2,0,0
1718,10000,712,0.3786,11,0,0
5033,17201,695,0.4228,3,0,0
12220,11416,624,0.2989,3,0,0
1533,10000,611,0.2,2,0,0
35629,29259,588,0.1531,5,0,0
6072,17553,556,0.5227,5,0,0
5093,10000,645,0.1087,4,1,0
20910,44560,702,0.2679,12,0,0
3867,29530,660,0.3002,2,0,0
5925,14855,601,0.4213,4,0,0
4925,10000,576,0.3508,3,0,0
13633,10000,626,0.1757,5,0,0
7119,10000,624,0.2824,6,0,0
14372,10000,541,0.5182,7,0,0
6464,10000,542,0.0818,3,0,0
1215,10000,618,0.1348,1,0,0
1208,16571,604,0.4688,12,2,0
3686,10000,507,0.3725,6,0,0
3415,10000,594,0.1327,7,0,0
1303,10000,605,0.0757,3,0,0
3985,10000,586,0.3205,9,0,0
61686,45747,662,0.5425,4,0,0
8066,10000,664,0.1077,5,0,0
119469,59835,674,0.5194,6,0,0
3760,10000,597,0.4672,10,0,1
3059,15577,665,0.14,3,0,0
1291,10000,619,0.1791,3,0,0
7162,10000,611,0.2652,5,0,0
12090,53652,639,0.3576,0,2,1
3397,94001,677,0.3306,4,0,0
57099,17277,666,0.1137,3,0,0
5495,19203,659,0.1843,7,0,0
19123,10845,573,0.2749,5,0,0
14274,10000,661,0.2202,2,0,0
32439,19555,552,0.1884,5,0,0
6958,10000,604,0.6565,8,0,0
191,10000,667,0.4226,3,0,0
3597,11634,579,0.3132,4,0,0
1645,25990,626,0.3287,7,0,0
16376,10000,583,0.2669,3,0,0
5552,29766,615,0.4765,2,0,0
76416,95929,609,0.0958,2,0,0
16202,62680,666,0.3138,6,0,0
4860,34711,716,0.1121,5,0,0
23083,25058,598,0.0653,4,0,0
6713,48163,664,0.4752,4,0,0
3208,10000,585,0.3475,12,0,0
542,10000,603,0.1907,6,2,0
18130,40252,641,0.2769,3,0,0
10428,10000,653,0.1635,17,0,0
4998,24395,676,0.3676,5,0,0
2333,10000,613,0.2608,8,0,0
1595,11784,553,0.2448,1,0,0
5746,24145,604,0.1055,6,0,0
889,10000,687,0.0081,3,0,0
10859,16052,553,0.3762,5,0,0
669,10000,587,0.2418,4,0,0
14851,20524,622,0.6376,2,0,0
10879,31700,618,0.2011,4,0,0
3727,10000,569,0.2323,2,0,0
12255,15950,664,0.161,5,0,0
4590,16442,635,0.073,7,0,0
594,10000,561,0.2768,6,0,0
3753,10000,613,0.3781,10,0,0
632,18645,673,0.287,5,1,0
1090,10000,678,0.2675,2,0,0
31034,31073,685,0.2856,3,0,0
658,10000,550,0.1712,3,0,0
7382,10000,655,0.1629,7,0,0
4466,10000,633,0.328,4,0,0
3322,22313,573,0.2171,3,0,0
6611,18421,641,0.1857,10,0,0
5568,41012,596,0.3847,8,0,0
20557,33463,604,0.1505,6,0,0
2946,10000,619,0.135,4,0,0
150496,37792,606,0.2482,3,0,0
2869,40110,539,0.1682,8,0,0
3291,19076,664,0.4922,2,0,0
256,10000,657,0.3376,4,0,0
2327,10000,575,0.1095,4,0,0
2299,15956,726,0.1556,4,0,0
5385,25984,585,0.7878,4,0,0
663,10000,671,0.1204,3,0,0
5942,19851,620,0.2413,3,0,0
6000,10000,579,0.6151,12,0,0
5459,10293,636,0.3935,4,0,0
151628,42162,582,0.1208,7,0,1
18084,61047,649,0.2314,6,1,0
6211,10000,597,0.2808,7,0,0
3588,10000,672,0.1259,6,0,0
4370,10000,566,0.5183,5,0,0
13671,26100,606,0.1545,10,0,0
980,10000,645,0.4376,2,0,0
5412,13840,534,0.1993,4,0,1
61172,111367,725,0.5092,5,0,0
29377,32925,626,0.1827,9,0,0
4103,10000,609,0.4508,2,0,0
6623,26311,630,0.1219,1,0,0
108093,42066,575,0.3666,2,0,0
2034,10000,566,0.1281,2,0,0
5085,10000,526,0.1576,5,0,0
2556,10000,554,0.5471,10,0,0
4842,20720,733,0.0533,2,0,0
590,10000,612,0.538,2,0,0
5674,33846,584,0.5956,2,0,0
6238,40442,651,0.0303,1,0,0
2396,14348,581,0.2345,3,0,0
3620,10000,569,0.2747,9,0,0
10574,16923,651,0.6417,3,0,0
12363,10000,572,0.1331,1,0,0
2325,10000,622,0.0493,6,0,0
773,10000,612,0.2511,1,0,0
4575,10000,647,0.5035,5,0,0
1549,36946,519,0.6581,3,0,0
4318,10000,572,0.3005,3,0,0
1973,10000,536,0.2239,12,0,0
13356,10000,623,0.2518,1,0,1
4807,11403,570,0.1876,3,0,0
6597,64729,710,0.6893,5,0,1
2946,10000,682,0.6791,4,0,0
8263,40018,706,0.2006,2,0,0
23688,23497,634,0.4868,11,0,0
3999,10000,538,0.2434,5,0,0
16107,10000,602,0.1912,4,0,0
7259,22758,623,0.2733,5,0,0
8065,40073,565,0.223,7,0,0
54020,113897,649,0.384,8,0,0
433,10000,587,0.4251,3,0,0
3366,10688,618,0.1967,5,0,0
6312,27869,696,0.1391,1,0,0
1394,10000,630,0.3572,11,0,0
1872,10609,668,0.4307,12,0,0
9562,26251,672,0.1108,2,0,0
26382,33372,665,0.3728,4,0,0
16400,10000,603,0.2756,4,0,0
3383,10000,604,0.2049,11,0,0
28909,74372,618,0.2065,5,0,0
13473,11276,630,0.2558,7,0,0
14532,16922,576,0.4531,4,1,0
1130,10193,535,0.386,3,0,0
14978,10000,700,0.416,8,0,0
6018,12288,552,0.1893,4,0,0
12218,40928,526,0.0291,6,0,0
6735,10000,644,0.2827,1,0,0
8013,10000,532,0.3976,4,0,0
645,10000,600,0.1481,13,1,0
11198,26490,705,0.0437,3,0,0
3248,11003,720,0.5097,4,0,0
1208,10000,712,0.5036,4,0,0
1538,10158,606,0.2618,4,0,0
9984,42218,639,0.0199,7,0,0
13553,28546,629,0.1285,5,0,0
131263,53597,707,0.3455,4,0,0
4614,10000,587,0.054,7,0,0
10572,17088,535,0.2059,2,1,0
699,10000,671,0.1118,1,0,0
6441,10000,641,0.3192,5,0,0
5804,10832,602,0.5959,8,0,0
1510,14001,547,0.4819,8,0,0
21944,10000,608,0.2592,7,0,1
7818,15384,665,0.77,4,0,0
6015,67822,722,0.5311,1,0,0
3062,23762,558,0.3619,7,0,0
2556,10000,660,0.4604,2,0,0
65136,115276,674,0.2154,2,0,0
69554,49213,679,0.5095,5,0,0
14611,11207,605,0.465,2,0,1
18578,26817,589,0.2735,11,0,0
3470,10000,622,0.0603,6,1,0
2328,10000,618,0.2587,0,0,0
3485,18883,635,0.3865,3,0,0
3844,11876,651,0.3482,2,0,0
6458,10359,604,0.0266,2,0,0
6920,10000,604,0.0749,5,0,0
3373,12200,604,0.3507,4,0,0
22229,10000,561,0.2751,2,0,1
8925,10000,562,0.2686,2,0,1
4142,11190,676,0.3393,4,1,0
2044,14278,584,0.2282,8,0,0
16993,33264,667,0.4152,1,0,0
10373,42900,531,0.2081,5,0,0
5670,10000,525,0.2994,0,0,0
3909,43168,641,0.0409,5,0,0
3969,17127,603,0.0447,4,1,0
4634,21107,470,0.52,8,0,0
3930,10000,541,0.0557,8,0,0
6332,11454,631,0.667,3,0,1
20290,19766,590,0.1877,5,0,0
4160,10267,637,0.0597,3,0,0
1806,10000,587,0.2397,6,0,0
15017,27888,758,0.643,1,0,0
2390,10231,573,0.4447,3,0,0
7840,26154,594,0.4958,10,0,0
3789,10000,646,0.4045,3,0,0
1735,10000,614,0.2417,2,0,0
5791,54959,699,0.2497,5,1,1
68981,32520,608,0.2428,2,1,0
3164,11649,566,0.6458,12,0,0
4950,10000,605,0.5369,3,0,0
3793,10000,657,0.2213,1,0,0
2441,10875,570,0.3671,3,0,0
27746,44862,679,0.2408,2,0,0
8226,23990,655,0.3034,6,1,1
19221,35417,581,0.4066,4,0,1
18513,10000,641,0.4375,6,0,0
15127,68582,645,0.4828,5,0,0
5188,10000,583,0.4792,4,0,0
661,11536,686,0.4281,9,1,0
13324,21354,601,0.2448,5,0,0
25824,27431,555,0.5786,4,0,0
7680,10000,561,0.2387,11,0,1
606,10000,617,0.1286,2,0,0
1867,10000,578,0.1063,3,0,0
595561,10000,600,0.2186,5,0,1
2918,13286,592,0.4495,4,0,0
3837,18465,665,0.1556,1,0,0
1338,10000,606,0.6492,6,1,0
10224,16055,562,0.3085,2,0,0
2194,10000,665,0.0857,5,0,0
34309,140099,676,0.3069,5,0,0
5395,10000,677,0.175,5,0,0
5077,10000,540,0.4621,3,0,0
56355,59923,649,0.3835,4,0,0
6907,10000,653,0.5253,6,0,0
1270,19291,613,0.2829,12,0,0
10361,33080,584,0.3208,5,0,0
21207,22865,595,0.2012,4,0,0
17386,84972,661,0.2129,5,0,0
5161,10000,574,0.316,2,0,0
3431,24873,625,0.5674,8,0,0
8282,22370,615,0.4777,11,0,0
4075,10000,534,0.2445,14,0,0
3808,10000,566,0.2572,4,1,0
4814,63210,564,0.3654,7,0,0
2999,11715,568,0.5294,7,0,0
1273,10000,617,0.2492,9,0,0
264305,174099,690,0.3374,4,0,0
1757,13054,614,0.0902,4,0,0
2016,10000,546,0.3799,2,0,0
75024,97317,682,0.2005,2,0,0
3782,10000,580,0.3656,5,0,0
48044,10000,536,0.0971,14,0,1
4832,45332,629,0.1548,6,0,0
4766,12392,557,0.1124,2,0,1
45609,184018,640,0.4101,5,0,0
23255,69237,673,0.2934,12,0,0
1264,10000,569,0.3217,4,0,0
28162,22035,616,0.4232,2,0,0
857,10003,585,0.2832,1,1,0
103174,31990,634,0.4834,7,0,1
49817,50225,585,0.3704,4,0,1
3106,10000,626,0.4283,4,0,0
1671,11274,634,0.3717,9,0,0
118938,111806,750,0.3396,5,0,0
6818,21183,710,0.1923,3,0,0
53217,60610,721,0.1826,4,0,0
2759,12449,635,0.4619,6,0,0
12230,10000,577,0.0993,0,1,1
38701,17429,582,0.2977,4,0,0
8573,17371,508,0.0849,12,0,0
2166,19594,649,0.4584,2,0,0
7662,10000,558,0.2485,2,0,0
5010,10000,591,0.341,4,0,0
18113,48557,662,0.5311,4,0,0
1985,10000,559,0.2178,5,0,0
1987,10000,630,0.1708,2,0,0
516,10465,619,0.2641,0,0,0
4989,20532,630,0.3372,4,0,0
138,10000,559,0.2263,4,0,0
8493,13695,622,0.1973,5,0,0
5468,17058,682,0.4864,7,0,0
2430,10000,594,0.5295,3,0,0
35503,65849,738,0.1643,4,0,0
5487,40687,667,0.211,7,0,0
4149,10000,637,0.5166,13,0,0
20560,43688,664,0.2092,2,0,0
27917,13818,602,0.2852,6,0,1
1398,10000,643,0.322,7,0,0
28206,46195,619,0.3288,8,0,0
6464,10000,660,0.5107,3,0,0
1774,10000,694,0.5975,4,0,0
9595,10000,583,0.1714,3,0,0
5326,17195,630,0.5414,6,0,1
9878,10000,585,0.0156,2,0,0
6139,24531,713,0.193,3,0,0
3406,10000,589,0.3732,2,0,0
1649,15108,569,0.1473,4,1,0
834,11554,572,0.2238,2,0,0
4547,10000,658,0.2879,3,0,0
29343,10000,635,0.4293,8,0,0
1324,10000,609,0.3158,1,1,0
5647,11883,611,0.1491,3,0,0
1645,10000,610,0.1784,8,2,1
8455,24963,672,0.2162,4,0,0
104617,38888,685,0.2582,3,0,0
4680,19197,632,0.4716,4,0,0
15718,70821,687,0.3422,2,0,0
1482,10000,627,0.6267,1,0,0
1113,10000,638,0.1387,4,1,0
3243,14984,664,0.1681,4,0,0
6419,10000,593,0.2042,2,0,0
28528,60763,743,0.1667,3,0,0
104306,19137,705,0.5332,2,0,1
832,18300,652,0.1368,4,0,0
17910,10000,544,0.15,3,0,0
19404,89357,659,0.2852,4,0,0
3991,13725,614,0.1317,4,0,0
25312,11276,621,0.1125,1,0,0
289563,245233,677,0.4686,4,0,1
11777,21674,679,0.3304,9,0,0
7384,79171,676,0.2015,5,0,0
713,10000,533,0.6364,4,0,0
2883,29891,691,0.6573,5,0,0
2450,10000,622,0.4783,2,0,0
3063,10000,659,0.2673,4,0,0
66009,10000,678,0.267,3,2,1
9914,22360,510,0.2729,3,0,0
4474,12911,610,0.1636,1,0,0
21218,23053,683,0.3101,5,0,0
2218,10000,610,0.2418,3,0,0
4422,10000,604,0.5734,5,0,0
7658,18761,718,0.0659,1,0,0
8115,20497,610,0.619,4,0,1
24161,44579,674,0.4211,5,0,0
33058,15948,653,0.2598,2,0,0
6972,109865,651,0.2051,10,0,0
11173,38479,684,0.1126,1,0,0
1011,10000,624,0.3316,2,0,0
8105,43155,582,0.2055,3,0,0
26310,46397,666,0.0937,2,0,0
6466,23755,650,0.377,5,0,0
3235,10000,599,0.2531,4,0,0
123636,10000,635,0.4165,6,0,1
18332,16092,613,0.2322,3,0,1
8282,11151,654,0.2922,13,0,0
5545,10000,613,0.3353,3,0,0
13196,26126,720,0.1637,4,0,0
15698,28469,624,0.5958,4,1,0
4245,39052,616,0.0783,4,0,0
4428,16923,615,0.1461,5,0,0
8198,10254,601,0.3237,1,0,0
6069,10000,619,0.4155,5,0,0
2875,10000,542,0.1395,6,0,1
2161,10000,606,0.2593,13,0,0
15949,37761,631,0.1787,5,0,0
3716,29847,633,0.1381,5,0,0
21330,24316,624,0.654,3,0,0
1783,19108,584,0.2918,14,0,0
3788,22107,586,0.3282,4,0,0
123077,171514,679,0.4574,4,0,0
5238,15461,652,0.3518,4,0,0
2220,13489,648,0.1341,8,0,0
9767,17635,617,0.4098,7,0,0
11629,30572,618,0.2375,2,0,0
833,12137,579,0.1923,4,0,0
1881,35422,610,0.2732,2,0,0
1632,13838,546,0.6916,4,0,0
44625,46671,650,0.2558,5,0,0
197122,10000,661,0.0791,8,1,1
29525,30142,650,0.1972,6,0,0
2549,10000,592,0.2611,5,0,0
2276,10000,659,0.1632,4,0,0
7395,22017,670,0.1402,4,0,0
27580,65210,602,0.3034,7,0,0
3425,14865,561,0.478,6,0,0
8021,10000,666,0.3431,8,0,0
6147,10784,612,0.2598,4,0,0
294,11313,640,0.4199,3,0,0
1697,10000,555,0.1699,5,0,0
22632,22001,663,0.0348,2,0,0
22857,24480,705,0.0574,2,0,0
5363,10761,619,0.2521,3,0,0
2750,10000,628,0.1256,4,0,0
11646,14288,705,0.524,2,1,0
4691,10000,562,0.3689,3,0,0
1618,23856,601,0.1577,7,0,0
26797,88481,613,0.5345,6,0,0
70117,13904,569,0.4676,4,0,1
443,10000,612,0.3226,4,0,0
6486,10000,615,0.283,3,0,0
13287,10000,575,0.3594,13,0,0
1537,19027,548,0.1602,5,0,0
2222,10000,652,0.6433,4,0,0
705,10000,635,0.1854,3,0,0
3364,10000,605,0.3147,4,0,0
4873,14473,600,0.3073,5,0,0
2020,10000,622,0.2541,4,0,0
186908,102589,733,0.0734,6,0,0
18024,10000,612,0.3799,2,0,0
4166,10000,636,0.0248,4,0,0
655,10000,606,0.1765,6,0,0
30323,19246,586,0.0875,1,0,0
3762,30537,684,0.3414,3,0,0
2341,11906,588,0.3086,14,0,0
956,10000,621,0.3303,1,0,0
4996,10000,549,0.3633,3,0,0
3605,10000,624,0.2961,3,0,0
22562,243201,737,0.6409,4,0,0
2549,10000,624,0.4192,4,0,0
1513,10000,532,0.1957,3,0,0
18057,16055,534,0.1932,3,0,0
24501,15942,698,0.1573,4,0,0
287132,100892,643,0.5515,1,0,0
4163,15166,674,0.1783,11,0,0
43193,74639,676,0.106,6,0,0
2487,17987,575,0.1071,7,0,0
2434,10000,578,0.5364,2,0,0
42113,44849,727,0.3116,9,0,0
12431,14878,629,0.3557,7,0,0
91990,129916,686,0.6286,4,0,0
3877,32170,658,0.3585,5,0,0
55559,54646,717,0.5325,2,0,0
5397,17340,637,0.3436,6,1,0
1546,10000,617,0.1172,5,0,0
2247,10000,711,0.2944,6,0,0
8847,10000,624,0.1137,1,0,0
2997,10000,573,0.2363,3,1,0
31962,77712,628,0.1144,4,1,0
3640,10000,604,0.2862,6,0,0
3152,10000,579,0.247,4,0,0
3742,60869,738,0.2695,3,0,0
4259,10000,653,0.2111,2,0,0
1686,16110,576,0.1726,3,0,0
3702,22150,591,0.4058,10,0,0
11789,15365,570,0.2369,5,0,0
5804,20196,676,0.3021,2,0,0
6560,10000,596,0.3151,5,0,0
7739,23583,571,0.1513,3,0,0
53966,117573,724,0.4819,3,0,0
12129,10000,644,0.354,3,0,0
2580,10000,560,0.2419,4,0,0
115186,43563,674,0.4195,10,0,0
19073,12864,608,0.6534,2,0,0
4005,26745,618,0.1167,7,0,0
2265,10000,571,0.3316,5,0,0
1808,20130,599,0.3095,4,0,0
4599,10000,607,0.2536,9,0,0
423,13910,561,0.288,7,0,0
4082,10000,557,0.439,18,0,0
4497,10000,555,0.3484,5,0,0
3988,10000,656,0.3354,14,0,0
1255,10000,532,0.1642,4,2,1
26947,40903,747,0.083,4,0,0
1781,10000,567,0.244,3,0,0
2043,13328,629,0.4142,1,0,0
72800,59315,553,0.2415,2,2,0
1474,10000,691,0.2957,7,0,0
1110,15551,600,0.205,7,1,0
10831,10000,565,0.5973,3,0,1
1168,18579,688,0.1541,4,0,0
443,10000,634,0.3413,1,0,0
6885,10000,615,0.2259,5,0,0
14528,23441,656,0.5173,3,0,0
6584,10000,632,0.3402,2,0,0
3494,10000,582,0.0972,4,0,0
6021,11362,583,0.2541,5,0,0
2607,26173,603,0.3785,3,0,0
9555,19617,647,0.5383,2,0,0
5518,10000,522,0.2548,7,0,0
541,10000,607,0.4075,8,0,0
59323,112097,618,0.2819,6,0,0
33222,60627,681,0.3365,1,0,0
12833,138709,592,0.2353,0,0,0
2222,10000,522,0.5088,6,0,0
120958,50507,640,0.2587,3,0,1
3500,10000,621,0.0886,4,0,0
1484,10000,506,0.3413,7,0,0
10612,24977,675,0.6096,5,0,0
8348,47148,699,0.1158,4,0,0
1474,15705,569,0.0576,7,0,0
3390,10000,629,0.4896,3,0,0
925,10000,641,0.3231,4,0,0
1258,38421,589,0.1602,5,0,0
6979,21672,609,0.0686,4,0,0
5113,10000,620,0.0758,2,0,0
1515,10000,636,0.5004,2,0,0
25329,20312,594,0.4351,2,0,0
33954,28459,640,0.2252,1,0,0
3278,10000,551,0.6135,7,0,1
91048,15181,739,0.3805,6,0,1
35946,48174,690,0.1806,12,0,0
3016,15737,581,0.4006,8,0,0
7756,28596,595,0.2898,7,0,0
2407,10000,601,0.4406,6,0,1
5765,10000,594,0.5278,7,0,0
47381,61133,676,0.5358,2,0,0
5865,32328,579,0.2018,5,0,0
1851,10000,667,0.7901,5,1,0
3545,10000,543,0.242,6,0,0
12239,10000,583,0.0432,3,0,0
1952,15993,524,0.5841,2,0,0
15845,20247,604,0.3377,1,0,0
3146,13492,535,0.2313,4,0,0
949,17027,704,0.4005,3,0,0
2379,29253,625,0.1503,2,0,0
4056,10000,621,0.4191,6,0,0
550,10000,561,0.0598,1,0,0
40477,85895,666,0.3654,6,0,0
13853,21680,617,0.2218,6,0,0
5405,10000,624,0.246,3,0,0
12897,11699,628,0.3847,4,0,0
1907,11553,637,0.1676,3,0,0
2734,22279,556,0.2514,6,0,0
10580,18540,616,0.2122,1,0,0
140923,49191,708,0.308,5,0,0
698,10000,551,0.0333,6,0,0
503,10000,569,0.152,8,1,0
4891,15330,556,0.6679,4,0,1
4218,11261,613,0.1089,3,0,0
75689,10000,547,0.3559,1,1,1
38073,81043,682,0.3308,4,0,0
2118,10923,576,0.1362,4,0,0
1097,10200,621,0.4739,4,1,1
6277,24091,607,0.4192,5,0,0
86706,127268,771,0.0599,6,0,0
1883,10949,618,0.1135,6,0,0
629,17192,618,0.4549,7,0,0
609,10000,667,0.1178,1,0,0
1916,10000,640,0.3567,4,0,0
5230,10000,536,0.6267,1,0,1
4984,27128,677,0.4894,9,0,0
3890,10000,562,0.1182,2,0,0
756,10000,501,0.2564,12,0,0
207680,61060,668,0.2901,6,0,0
25746,113593,655,0.2466,19,0,0
5163,34639,652,0.3812,1,0,0
3513,10000,528,0.1315,4,0,0
15969,34823,604,0.3116,3,0,0
907,10000,649,0.2383,8,0,0
2532,10000,608,0.117,4,0,0
1811,10000,701,0.1737,9,0,0
7791,17859,603,0.1694,7,0,0
564,10000,611,0.1762,5,0,0
11153,46758,664,0.5684,3,0,0
4136,22739,696,0.3145,2,0,0
908,10000,579,0.5462,10,0,0
3872,10000,585,0.5686,4,0,0
7425,10607,615,0.308,4,0,0
3316,10000,656,0.0451,6,0,0
10847,12125,542,0.3304,5,0,0
8758,10000,624,0.2521,3,0,0
3104,25877,681,0.3634,9,0,0
2849,28256,630,0.1388,7,0,0
13717,40857,654,0.2423,5,0,0
19362,22261,576,0.0502,6,0,0
8077,12298,602,0.5624,7,0,0
16373,36481,607,0.3943,3,0,0
8181,32958,699,0.3582,1,0,0
7616,32577,613,0.0395,1,0,0
19438,62557,657,0.2152,3,0,0
2379,10000,617,0.2232,6,0,0
1020,10000,681,0.3546,7,0,0
1393,18477,598,0.2674,2,1,1
9059,55173,711,0.3917,8,0,0
6543,28737,574,0.1223,4,2,1
3032,39165,545,0.2506,5,0,0
34657,10000,592,0.3254,2,0,1
15408,10000,576,0.4316,5,0,1
14878,22060,583,0.1732,4,0,1
1061,10000,677,0.3448,4,0,0
1416,25017,547,0.5781,9,0,0
546,10000,597,0.3778,2,0,0
11899,19717,581,0.2421,4,0,0
4496,37121,640,0.2772,8,1,0
489,10000,532,0.4733,4,0,0
4585,22662,610,0.1397,6,0,0
6075,17398,621,0.3601,4,0,0
41604,22822,652,0.1066,3,0,1
28478,38055,667,0.345,3,0,0
16866,17840,602,0.4724,3,0,0
9380,70671,647,0.2754,5,0,0
5129,10000,665,0.3658,3,0,0
3754,13061,646,0.2465,4,0,0
2186,12178,665,0.1267,6,0,0
5730,10000,606,0.1496,1,0,0
13267,39169,626,0.2811,5,0,0
6528,13288,592,0.3201,5,0,0
1875,16380,571,0.4569,2,0,0
4247,10000,586,0.0406,5,0,0
4490,18482,537,0.4093,3,0,1
18424,28055,626,0.508,4,0,1
6876,10000,465,0.2285,2,0,1
97988,83125,632,0.1085,2,0,0
21969,10000,538,0.0594,8,0,1
10307,10000,568,0.0669,2,0,0
5721,27426,581,0.3734,3,0,0
4458,53929,642,0.2981,4,0,0
15967,18467,644,0.4719,5,0,0
4501,23631,646,0.3848,2,1,0
475,10000,662,0.3266,16,0,0
16334,23299,663,0.5776,6,0,0
5854,44573,587,0.2943,2,1,0
1353,10000,608,0.4462,1,0,0
2899,14820,651,0.5379,5,0,1
14690,13952,571,0.2751,6,0,0
2882,11422,509,0.3074,6,0,0
14300,108874,672,0.1409,3,0,0
3537,34477,662,0.1683,1,0,0
8640,10000,665,0.4896,3,0,0
42711,112856,595,0.616,7,0,0
1693,10283,552,0.1958,10,0,0
2756,10000,621,0.507,11,0,0
6174,10000,672,0.1652,6,0,0
2962,10000,633,0.4068,5,0,0
11021,32964,656,0.5652,4,0,0
8169,42412,505,0.0688,7,0,0
13222,39289,608,0.3247,1,0,0
1201,15715,593,0.3522,3,0,0
4201,25393,654,0.2527,6,0,0
3679,17641,619,0.2774,6,0,0
96261,53722,665,0.5525,2,0,1
3355,29760,562,0.4464,3,0,0
10478,13718,693,0.2845,7,0,0
3660,10000,604,0.5084,2,0,0
3620,10000,529,0.7638,9,0,1
3235,10000,574,0.3551,15,0,0
3813,10000,572,0.3663,4,0,0
8821,12507,561,0.4889,3,0,1
2571,10000,580,0.1631,4,0,0
34145,10000,583,0.7697,7,0,1
43575,50481,585,0.3099,15,0,0
2209,12662,622,0.5454,4,0,0
7018,10000,690,0.3553,6,0,0
2333,20752,540,0.216,3,1,0
1695,10000,561,0.3261,1,0,0
18721,10000,636,0.3459,7,0,0
5533,19851,597,0.5002,2,0,0
2831,15605,664,0.2442,9,0,0
28042,32044,638,0.6077,6,0,0
427302,23598,685,0.3913,12,0,1
9143,10000,633,0.198,2,1,1
2878,10000,605,0.7829,2,1,1
2339,10000,584,0.1516,6,0,0
80663,184006,608,0.3129,3,0,1
9378,10000,706,0.1485,1,0,0
7930,35121,668,0.467,3,0,0
200171,176920,635,0.2854,3,1,0
1597,10902,612,0.16,6,0,0
1701,10000,564,0.4776,5,0,0
7739,10000,581,0.5772,4,0,1
1328,10000,577,0.4849,3,0,0
3366,10000,541,0.405,3,0,0
37598,19224,587,0.2648,4,0,0
10110,31029,654,0.4559,9,0,1
19072,17409,619,0.4687,4,0,0
684,10000,666,0.285,5,0,0
8488,24772,634,0.0394,3,0,0
2260,10000,604,0.2484,4,0,0
10970,12767,540,0.1274,8,0,0
14600,47145,717,0.2639,1,0,0
4405,10000,650,0.1467,4,0,0
3082,10000,536,0.5461,5,0,0
13200,25998,597,0.3256,3,0,0
4229,12841,632,0.7164,4,0,0
2867,10737,648,0.4293,4,0,0
144991,29279,570,0.3668,4,2,1
5077,28685,558,0.3996,6,0,0
10665,10000,590,0.3453,2,0,1
14058,38992,620,0.5516,3,0,0
2369,10000,615,0.4177,4,0,0
1096,18027,627,0.2487,4,0,0
